link,representation,law_firms
https://www.bailii.org/ew/cases/EWCA/Civ/2022/929.html,"Simon Allison and Rebecca Sage (instructed by Ozon Solicitors) for the Appellant
Lina Mattsson (instructed by Kleyman and Co.) for the First Respondents
The Second and Third Respondents did not appear and were not represented  
Hearing date: 15 June 2022","[('Ozon Solicitors', 'Appellant'), ('Kleyman and Co.', 'First Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/983.html,"Gregory Jones Q.C. and Conor Fegan (instructed by Fortune Green Legal Practice) for the Appellant
Timothy Mould Q.C. (instructed by Southampton and Fareham Legal Services Partnership) for the Respondent
David Elvin Q.C. and Luke Wilcox (instructed by Browne Jacobson LLP) for Natural England
Hearing dates: 5 and 6 April 2022","[('Fortune Green Legal Practice', 'Appellant'), ('Southampton and Fareham Legal Services Partnership', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1196.html,"Elizabeth-Anne Gumbel QC and Justin Levinson (instructed by Scott Moncrieff and Associates Ltd for HXA and Bolt Burdon Kemp for YXA) for the Claimants/Appellants
Lord Faulks QC and Paul Stagg (instructed by DWF LLP in the HXA appeal and Browne Jacobson LLP in the YXA appeal) for the Defendants/Respondents
Hearing date : 10 May 2022","[('Scott Moncrieff and Associates Ltd for HXA and Bolt Burdon Kemp for YXA', 'Claimants/Appellants'), ('DWF LLP in the HXA appeal and Browne Jacobson LLP in the YXA appeal', 'Defendants/Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1222.html,"Michael Firth (instructed by Direct Access) for the Appellants
Akash Nawbatt KC and Michael Ripley (instructed by the General Counsel and Solicitor for HMRC) for the Respondents
Hearing date: 7 July 2022","[('Direct Access', 'Appellants'), ('the General Counsel and Solicitor for HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1278.html,"Kassie Smith KC, David Wingfield and Fiona Banks (instructed by Humphries Kerstetter LLP) for the Appellants
Laurence Rabinowitz KC, Brian Kennelly KC, Daniel Piccinin and Isabel Buchanan (instructed by Linklaters LLP and Milbank LLP) for the Visa Respondents
Matthew Cook KC and Ben Lewy (instructed by Jones Day LLP) for the Mastercard Respondents
Hearing dates: 25-27 July 2022","[('Humphries Kerstetter LLP', 'Appellants'), ('Linklaters LLP and Milbank LLP', 'Visa Respondents'), ('Jones Day LLP', 'Mastercard Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1410.html,"Paul Bowen KC and Paul Clark (instructed by Leigh Day) for the Appellant
Johnathan Hough KC (instructed by the Head of Legal Services at the London Borough of Hammersmith and Fulham) for the Respondent
Frances McClenaghan (instructed by the Directorate of Legal Services, Metropolitan Police Service) for The Second Interested Party
Hearing dates: 6 and 7 July 2022","[('Leigh Day', 'Appellant'), ('the Head of Legal Services at the London Borough of Hammersmith and Fulham', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1411.html,"Marie Demetriou KC, Meredith Pickford KC, Sarah Love and Ligia Osepciu (instructed by WilmerHale LLP) for the Appellants
Sarah Ford KC, Isabel Jamal, Emily MacKenzie and Jennifer Dixon (instructed by EIP Europe LLP and Osborne Clarke LLP) for the Respondents
Hearing dates : 18-19 October 2022","[('WilmerHale LLP', 'Appellants'), ('EIP Europe LLP and Osborne Clarke LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1297.html,"Graham Dunning QC, Angeline Welsh and Iain MacDonald (instructed by Russells) for the Claimant/Appellant
David Lewis QC and Andrew Feld (instructed by Osborne Clarke) for the Defendant/Respondent
Toby Riley-Smith QC (instructed by The Competition and Markets Authority) for the Intervener
Hearing dates : 27 and 28 July 2022","[('Russells', 'Claimant/Appellant'), ('Osborne Clarke', 'Defendant/Respondent'), ('The Competition and Markets Authority', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1447.html,"Michael Thomas and Quinlan Windle (instructed by Joelson LLP) for the Appellant
Imran Afzal (instructed by General Counsel and Solicitor for HMRC) for the Respondents
Hearing date: 12 October 2022","[('Joelson LLP', 'Appellant'), ('General Counsel and Solicitor for HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1520.html,"David Ewart KC, James Henderson and Barbara Belgrano (instructed by HMRC Solicitor's Office and Legal Services) for the Appellants
James Rivett KC and Ronan Magee (instructed by Pinsent Masons LLP) for the Respondent
Hearing dates: 26 and 27 October 2022","[(""HMRC Solicitor's Office and Legal Services"", 'Appellants'), ('Pinsent Masons LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1665.html,"Jonathan D C Turner (instructed by Richard Slade and Company Ltd) for the Appellant
Chris Aikens (instructed by Pinsent Masons LLP) for the Respondent
Hearing date: 6 December 2022","[('Richard Slade and Company Ltd', 'Appellant'), ('Pinsent Masons LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2022/1587.html,"Jonathan Peacock KC and Michael Ripley (instructed by Enyo Law LLP) for the Appellants (Urenco)
Jonathan Bremner KC and Edward Waldegrave (instructed by the General Counsel and Solicitor to HMRC) for the Respondents (HMRC)
Hearing dates: 5 and 6 October 2022","[('Enyo Law LLP', 'Appellants'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/23.html,"The Appellant in person
Ms Gemma Roberts (instructed by Mills and Reeve LLP) for the Respondent
Hearing date: 10 December 2020","[('Mills and Reeve LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/7.html,"Mr Giles Maynard-Connor and Ms Carly Sandbach (instructed by Lupton Fawcett LLP) for the Appellant
Ms Helen Evans (instructed by DAC Beachcroft LLP) for the First Respondent
Mr Michael Pooles, QC and Ms Clare Dixon (instructed by Mills and Reeve LLP) for the Second Respondent
Hearing dates: 9 and 10 December 2020","[('Lupton Fawcett LLP', 'Appellant'), ('DAC Beachcroft LLP', 'First Respondent'), ('Mills and Reeve LLP', 'Second Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/225.html,"Mr John Brinsmead-Stockham (instructed by Hogan Lovells International LLP) for the Appellant
Mr Howard Watkinson (instructed by General Counsel and Solicitor to HMRC) for the Respondent
Hearing dates: 19 and 20 January 2021","[('Hogan Lovells International LLP', 'Appellant'), ('General Counsel and Solicitor to HMRC', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/174.html,"Julia Smyth  (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Appellant
Ms Carrington did not appear and was not represented
Hearing date : 11 February 2021","[('General Counsel and Solicitor to HM Revenue and Customs', 'Appellant')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/105.html,"Mr Timothy Brennan QC and Aparna Nathan QC (instructed by General Counsel and Solicitor for HMRC) for the Appellants
Jonathan Peacock QC and Michael Ripley for the Respondent
Hearing dates:  8 and 9 December 2020","[('General Counsel and Solicitor for HMRC', 'Appellants')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/186.html,"David Ewart QC and Elizabeth Wilson (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Appellants
David Goldberg QC (instructed by Ernst & Young LLP) for the Respondent
Hearing dates: 19 & 20 January 2021","[('General Counsel and Solicitor to HM Revenue and Customs', 'Appellants'), ('Ernst & Young LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/356.html,"Catherine Foster and Shane Brady (instructed by Watch Tower Bible and Tract Society of Britain Legal Department) for the Appellant
James Counsell QC and Benjamin Bradley (instructed by Bolt Burdon Kemp) for the Respondent
Hearing date: 11 February 2021","[('Watch Tower Bible and Tract Society of Britain Legal Department', 'Appellant'), ('Bolt Burdon Kemp', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/278.html,"Tim Buley QC (instructed by Irwin Mitchell Solicitors) for the Appellants
Fenella Morris QC and Benjamin Tankel (instructed by Manchester University NHS Foundation Trust and Great Ormond Street Hospital for Sick Children NHS Foundation Trust) for the Respondents
Hearing date: 11 February 2021","[('Irwin Mitchell Solicitors', 'Appellants'), ('Manchester University NHS Foundation Trust and Great Ormond Street Hospital for Sick Children NHS Foundation Trust', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/320.html,"James Strachan Q.C. and Ned Helme (instructed by Pinsent Masons LLP) for the Appellant
Guy Williams and Alistair Mills (instructed by the Government Legal Department) 
for the First Respondent
Ben Du Feu (instructed by Historic England Governance and Legal) 
for the Third Respondent
Melissa Murphy (instructed by Sharpe Pritchard LLP) for the Fourth Respondent
Hearing dates: 1 and 2 December 2020","[('Pinsent Masons LLP', 'Appellant'), ('the Government Legal Department', 'First Respondent'), ('Historic England Governance and Legal', 'Third Respondent'), ('Sharpe Pritchard LLP', 'Fourth Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/431.html,"TIMOTHY STRAKER QC & JONATHAN MANNING (instructed by The Comptroller and City Solicitor) for the Appellants
CHRISTOPHER BAKER  (instructed by DAC Beachcroft) for the Respondents
Hearing dates : 17th March 2021","[('The Comptroller and City Solicitor', 'Appellants'), ('DAC Beachcroft', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/283.html,"Jonathan Peacock QC and Sarah Black (instructed by ADE Tax) for the Appellants
      David Ewart QC and Marika Lemos  (instructed by the General Counsel and solicitor for HM Revenue and Customs) for the Respondents
Hearing dates: 3 and 4 February 2021","[('ADE Tax', 'Appellants'), ('the General Counsel and solicitor for HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/611.html,"Ms Louise Chudleigh (instructed by the Comptroller and City Solicitor) for the Appellant
Mr Douglas Leach (instructed by Penningtons Manches Cooper LLP) for the Respondent
Hearing dates: Thursday 14th and Friday 15th January 2021","[('the Comptroller and City Solicitor', 'Appellant'), ('Penningtons Manches Cooper LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/584.html,"Melanie Hall QC, Brendan McGurk and David Gregory (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Appellants in both appeals
Roderick Cordara QC and Zizhen Yang (instructed by KPMG LLP) for the First Respondent in the First Appeal and instructed by Ernst & Young LLP) for the Second Respondent in the First Appeal and for the Respondent in the Second Appeal
Sam Grodzinski QC (instructed by Simmons and Simmons LLP) for the Third and Fourth Respondents in the First Appeal
Hearing dates: 23, 24, 25 and 26 March 2021","[('the General Counsel and Solicitor to HM Revenue and Customs', 'Appellants in both appeals'), ('KPMG LLP', 'First Respondent in the First Appeal and instructed by Ernst & Young LLP) for the Second Respondent in the First Appeal and for the Respondent in the Second Appeal'), ('Simmons and Simmons LLP', 'Third and Fourth Respondents in the First Appeal')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/592.html,"Marc Willers QC (instructed by Richard Buxton Solicitors) for the Appellant
Cain Ormondroyd (instructed by the Royal Borough of Windsor and Maidenhead) for the Respondent
John Litton QC (instructed by DLA Piper UK LLP) for the Interested Parties
Hearing dates : 16 & 17 March 2021","[('Richard Buxton Solicitors', 'Appellant'), ('the Royal Borough of Windsor and Maidenhead', 'Respondent'), ('DLA Piper UK LLP', 'Interested Parties')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/534.html,"Laurence Rabinowitz QC, John Gardiner QC, John Brinsmead-Stockham, Thomas Bell, Nicholas Sloboda and Professor Paul Davies (instructed by PricewaterhouseCoopers LLP) for the Appellants
Philip Jones QC, Gareth Tilley and Barbara Belgrano (instructed by the General Counsel and Solicitor to HMRC) for the Respondents
Hearing dates : 9, 10 and 11 February 2021","[('PricewaterhouseCoopers LLP', 'Appellants'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/492.html,"Stephen Taylor (instructed by Rich and Carr Solicitors) for the Appellants
Soofi Din (instructed by Bond Adams LLP) for the Respondents
Hearing date: 4 March 2021","[('Rich and Carr Solicitors', 'Appellants'), ('Bond Adams LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/624.html,"Laurent Sykes QC  (instructed on direct access) for the Appellant
Charles Bradley (instructed by General Counsel and Solicitor to HMRC) for the Respondent
Hearing date: 20 April 2021","[('General Counsel and Solicitor to HMRC', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/561.html,"Robert Venables QC and Ross Birkbeck (instructed by Griffin Law) for the Appellant
Jack Holborn (instructed by HMRC' Solicitor's Office and Legal Services) for the Respondent
Hearing date: 10 December 2020","[('Griffin Law', 'Appellant'), (""HMRC' Solicitor's Office and Legal Services"", 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/795.html,"Mr Laurent Sykes QC (instructed by Lewis Silkin LLP) for the Appellant
Mr Richard Vallat QC & Mr Jack Rivett (instructed by HMRC Solicitor's Office and Legal Services) for the Respondent
Hearing date : 18th May 2021","[('Lewis Silkin LLP', 'Appellant'), (""HMRC Solicitor's Office and Legal Services"", 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/807.html,"Edmund Cullen QC (instructed by Clintons Solicitors) for the Second to Eighth Respondents
Robert Howe QC and Laura John QC (instructed by Quinn Emanuel Urquhart & Sullivan LLP and Wiggin LLP) for the Appellants
Hearing date: 19 May 2021","[('Clintons Solicitors', 'Second to Eighth Respondents'), ('Quinn Emanuel Urquhart & Sullivan LLP and Wiggin LLP', 'Appellants')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/701.html,"Mr Robert O'Donoghue QC, Mr Gerard Rothschild and Mr Tom Pascoe (instructed by Latham & Watkins (London) LLP) appeared on behalf of the Appellants (""Facebook"").
Ms Marie Demetriou QC, Mr Ben Lask and Ms Emma Mockford (instructed by The Competition and Markets Authority) appeared on behalf of the Respondent (the ""CMA"")
Hearing dates: 28 and 29 April 2021","[('The Competition and Markets Authority', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/805.html,"Miss Jennifer Lanigan (instructed by Kesar and Co. Solicitors) for the Appellant
Mr Ben Watson QC (instructed by Government Legal Department) for the Respondents
Hearing dates : 19 May 2021","[('Kesar and Co. Solicitors', 'Appellant'), ('Government Legal Department', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/680.html,"John Wardell QC and Michael Ryan (instructed by Pinsent Masons LLP) for the First Appellant
Kenneth MacLean QC, Steven Elliott QC and Tamara Kagan (instructed by Slaughter and May) for the Second Appellant
Christopher Parker QC, Orlando Gledhill QC and Oliver Butler (instructed by Rosenblatt Limited) for the Respondents
Hearing dates: 22-26 March 2021","[('Pinsent Masons LLP', 'First Appellant'), ('Slaughter and May', 'Second Appellant'), ('Rosenblatt Limited', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/650.html,"Ms Karon Monaghan QC and Mr David Stephenson (instructed by Penningtons Manches Cooper LLP) for the Appellant
Ms Ijeoma Omambala QC (instructed by Comptroller and City Solicitors) for the Respondent
Hearing date: 21 April 2021","[('Penningtons Manches Cooper LLP', 'Appellant'), ('Comptroller and City Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/844.html,"Derek Sweeting QC and William Chapman (instructed by Shepherd and Wedderburn LLP) for the Appellant
Scott Allen (instructed by Pinsent Masons LLP) for the Respondent
Hearing dates: 19 & 20 May 2021","[('Shepherd and Wedderburn LLP', 'Appellant'), ('Pinsent Masons LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/942.html,"David Southern QC & Denis Edwards (instructed by Clyde & Co LLP) for the Appellant
Valentina Sloane QC (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing date : 15th June 2021","[('Clyde & Co LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/910.html,"Peter Mantle (instructed by Edwin Coe LLP) for the Appellant
Matthew Donmall (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates: 9 and 10 February 2021","[('Edwin Coe LLP', 'Appellant'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/887.html,"Christopher Milsom (instructed by Harrison Clark Rickerbys Ltd and by Bindmans) for the Appellant
James McHugh (instructed by Markel Law LLP) for the Respondent
Mathew Purchase QC (instructed by Government Legal Department) for the Interested Party
Hearing dates : 25 & 26 May 2021","[('Harrison Clark Rickerbys Ltd and by Bindmans', 'Appellant'), ('Markel Law LLP', 'Respondent'), ('Government Legal Department', 'Interested Party')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1017.html,"Charles Béar QC and Laura John QC (instructed by Stokoe Partnership Solicitors) for the First Appellant
Tim James-Matthews (instructed by Byrne and Partners LLP) for the Second Appellant
Stephen Robins, Matthew Abraham and Andrew Shaw (instructed by Mishcon de Reya LLP) for the Respondents 
Hearing date: 31 March 2021","[('Stokoe Partnership Solicitors', 'First Appellant'), ('Byrne and Partners LLP', 'Second Appellant'), ('Mishcon de Reya LLP', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1124.html,"Mr Watts in person 
Oberon Kwok (instructed by Solicitors for HM Revenue and Customs) for the Respondents
Remote hearing date: 13 July 2021","[('Solicitors for HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1163.html,"Niazi Fetto, Tim Johnston and Lucinda Spearman (instructed by Government Legal Department) for the Appellant
Andrew Young (instructed by Hodge, Jones and Allen LLP) for the Respondent
Hearing date : 16th June 2021","[('Government Legal Department', 'Appellant'), ('Hodge, Jones and Allen LLP', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1156.html,"Graham Dunning QC, Hugh Mercer QC, Marc Willers QC, Nicholas Harrison, Jonathan McDonagh and Russell Hopkins (instructed by PGMBM) for the Appellants
Charles Gibson QC, Daniel Toledano QC, Shaheed Fatima QC, Nicholas Sloboda and Max Scholte (instructed by Slaughter and May) for the Respondents
Hearing date: 22nd June 2021","[('PGMBM', 'Appellants'), ('Slaughter and May', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1029.html,"MR JOHN de WAAL QC (instructed by MSB Solicitors) for the Appellant
MR RICHARD OUGHTON (instructed by Johnson and Boon Limited) for the Respondent
Hearing date : 1st July 2021","[('MSB Solicitors', 'Appellant'), ('Johnson and Boon Limited', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1101.html,"Mr Paul G Tucker QC and Mr Michael Rudd (instructed by Stephens Scown LLP) for the Appellant
Mr George Mackenzie (instructed by the Treasury Solicitor) for the First Respondent
Mr Gary A Grant (instructed by Tanya Coulter Senior Solicitor, Bournemouth, Christchurch and Poole Council) for the Second Respondent
Hearing date: 16 June 2021","[('Stephens Scown LLP', 'Appellant'), ('the Treasury Solicitor', 'First Respondent'), ('Tanya Coulter Senior Solicitor, Bournemouth, Christchurch and Poole Council', 'Second Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1043.html,"Mr Roderick Cordara QC (instructed by Pricewaterhouse Coopers LLP) for the Appellant
Ms Hui Ling McCarthy QC and Mr Michael Ripley (instructed by General Counsel and Solicitors to HM Revenue and Customs) for the Respondent
Hearing dates: 12 and 13 May 2021","[('Pricewaterhouse Coopers LLP', 'Appellant'), ('General Counsel and Solicitors to HM Revenue and Customs', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1197.html,"Ben Jaffey Q.C. and Celia Rooney (instructed by Public and Regulatory Law Team, Transport for London) for the Appellants (Defendants)
David Matthias Q.C. and Charles Streeten (instructed by Chiltern Law) for the Respondents (Claimants)
Hearing dates : 15 and 16 June 2021","[('Public and Regulatory Law Team, Transport for London', 'Appellants'), ('Chiltern Law', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1235.html,"Mr Kieron Beal QC and Mr David Bedenham (instructed by Morrisons Solicitors LLP) for the Appellant
Mr Brendan McGurk (instructed by the General Counsel and Solicitor to HMRC) for the Respondents
Hearing dates : 21 & 22 April 2021","[('Morrisons Solicitors LLP', 'Appellant'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1180.html,"Mr Jonathan Peacock QC, Mr Richard Vallat QC, Mr James Rivett QC and Mr Edward Waldegrave (instructed by White & Case LLP) for the Appellants
Mr Malcolm Gammie QC, Mr Jonathan Davey QC, Mr Imran Afzal, Mr Sam Chandler and Mr Nicholas Macklam (instructed by The General Counsel and Solicitor for HMRC) for the Respondents
Hearing dates: 11, 12, 15, 16, 17 and 18 March 2021","[('White & Case LLP', 'Appellants'), ('The General Counsel and Solicitor for HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1389.html,"Graham Dunning QC, Mr Stuart Cribb and Mr Wei Jian Chan (instructed by Rosenblatt Ltd) for the Appellants
Lord Goldsmith QC and Dr Conway Blake (instructed by Debevoise and Plimpton) for the Respondents
Hearing dates : 7 & 8 July 2021","[('Rosenblatt Ltd', 'Appellants'), ('Debevoise and Plimpton', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1370.html,"Mr Akash Nawbatt QC and Mr Sebastian Purnell (instructed by HMRC Solicitors Office and Legal Service) for the Appellant
Mr Jonathan Peacock QC and Miss Georgia Hicks (instructed by McCormicks Solicitors) for the Respondent
Hearing dates : 20-22 July 2021","[('HMRC Solicitors Office and Legal Service', 'Appellant'), ('McCormicks Solicitors', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1804.html,"Hui Ling McCarthy QC (instructed by Withers LLP) for the Appellant
Akash Nawbatt QC and Sebastian Purnell (instructed by General Counsel and Solicitors to HM Revenue and Customs) for the Respondents
Hearing dates : 17-18 November 2021","[('Withers LLP', 'Appellant'), ('General Counsel and Solicitors to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2021/1961.html,"Dijen Basu QC and Elliot Gold (instructed by Legal Services Directorate, Avon and Somerset Constabulary) for the Appellant 
Karon Monaghan QC and Christopher Milsom (instructed by Penningtons Manches Cooper LLP) for the Claimant
James Berry (instructed by John Bassett of the National Association of Legally Qualified Chairs) for the First Intervener
Anne Studd QC and Victoria von Wachter (instructed by Independent Office for Police Conduct) for the Second Intervener
Clive Sheldon QC (instructed by TLT Solicitors) for the Third Intervener (written submissions only)
Hearing date: 23 November 2021","[('Legal Services Directorate, Avon and Somerset Constabulary', 'Appellant'), ('Penningtons Manches Cooper LLP', 'Claimant'), ('John Bassett of the National Association of Legally Qualified Chairs', 'First Intervener'), ('Independent Office for Police Conduct', 'Second Intervener'), ('TLT Solicitors', 'Third Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/37.html,"Julian Milford and Jack Anderson (instructed by Government Legal Department) for the Appellant
Zoe Leventhal and Jessica Jones (instructed by Leigh Day (TP and AR), and instructed by Central England Law Centre (SXC)) for the Respondents
Christopher Buttler (instructed by the Equality and Human Rights Commission) for the Intervener
Hearing dates: 3-5 December 2019","[('Government Legal Department', 'Appellant'), ('the Equality and Human Rights Commission', 'Intervener')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/21.html,"Mr Michael Furness QC and Mr Michael Firth (instructed by Humphries Kerstetter LLP) for the Appellant
Mr Simon Pritchard (instructed by the General Counsel and Solicitor for HMRC) for the Respondents
Hearing date: 10 December 2019","[('Humphries Kerstetter LLP', 'Appellant'), ('the General Counsel and Solicitor for HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/204.html,"Mr Michael Jones (instructed by Reynolds Porter Chamberlain LLP) for the Appellant
Mr Jonathan Davey QC and Mr Sam Chandler (instructed by the General Counsel and Solicitor to HMRC) for the Respondents
Hearing dates: 29 and 30 January 2020","[('Reynolds Porter Chamberlain LLP', 'Appellant'), ('the General Counsel and Solicitor to HMRC', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/109.html,"Justin Fenwick QC, Lucy Colter and Nehali Shah (instructed by Reynolds Porter Chamberlain LLP) for the appellants in the first appeal
Graham Chapman QC (instructed by Byrne and Partners LLP) for the appellant in the second appeal
David Railton QC, James Weale and Fraser Campbell (instructed by Clifford Chance LLP) for the respondents on the first appeal and the first and second respondents on the second appeal.
Iain Pester (instructed by PCB Litigation LLP) for the third respondent on the second appeal
Hearing dates: 3 and 4 December 2019","[('Reynolds Porter Chamberlain LLP', 'appellants in the first appeal'), ('Byrne and Partners LLP', 'appellant in the second appeal'), ('Clifford Chance LLP', 'respondents on the first appeal and the first and second respondents on the second appeal.'), ('PCB Litigation LLP', 'third respondent on the second appeal')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/243.html,"Andrew Hitchmough QC and Jeremy White (instructed by Fieldfisher LLP) for the Appellants
Kieron Beal QC and Simon Pritchard (instructed by the General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
.
Hearing dates : 21-22 January 2020","[('Fieldfisher LLP', 'Appellants'), ('the General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/190.html,"Deirdre Fottrell QC, Seema Kansal and Marlene Cayoun (instructed by National Legal Service Solicitors) for the Appellant 
Jason Beer QC and Alice Meredith (instructed by Staffordshire and West Midlands Police Joint Legal Department) for the Respondent
Sarah Hannett (instructed by the Government Legal Department) for the First Intervener the Secretary of State for Justice
Henry Setright QC and Jacqueline Renton and Jonathan Evans (nstructed by Dawson Cornwell) for the Second Intervener Southall Black Sisters 
Hearing date : 27th November 2019","[('National Legal Service Solicitors', 'Appellant'), ('Staffordshire and West Midlands Police Joint Legal Department', 'Respondent'), ('the Government Legal Department', 'First Intervener the Secretary of State for Justice')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/339.html,"Ms Kelyn Bacon QC and Mr Tom Pascoe (instructed by Macfarlanes LLP) for Flynn.
Mr Mark Brealey QC, Mr Robert O'Donoghue QC and Mr Tim Johnston (instructed by Clifford Chance LLP) for Pfizer.
Mr Mark Hoskins QC, Mr David Bailey, Mr Hugo Leith and Ms Jennifer MacLeod (instructed by the Competition and Markets Authority) for the CMA.
Mr Nicholas Khan QC and Mr James Bourke (instructed by the European Commission Legal Service, assisted by Langleys Solicitors LLP) for the European Commission.
Hearing dates: Tuesday 26th - Thursday 28th November 2019","[('the Competition and Markets Authority', 'CMA.'), ('the European Commission Legal Service, assisted by Langleys Solicitors LLP', 'European Commission.')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/405.html,"Arfan Khan and Joseph Howard (instructed by Morrisons Solicitors LLP) for the Appellant
Brendan McGurk and Daniel Sternberg (instructed by the General Counsel and Solicitor to HMRC) for the Respondent
Hearing dates: 19 and 20 February 2020","[('Morrisons Solicitors LLP', 'Appellant'), ('the General Counsel and Solicitor to HMRC', 'Respondent')]"
https://www.bailii.org/ew/cases/EWCA/Civ/2020/452.html,"Jonathan Bremner QC (acting pro bono instructed by Hogan Lovells LLP acting pro bono) for L.I.F.E Services Ltd
Eamon McNicholas (instructed directly) for The Learning Centre (Romford) Ltd
Jonathan Davey QC and Natasha Barnes (instructed by General Counsel and Solicitor to HM Revenue and Customs) for the Respondents
Hearing dates: 12-13 February 2020","[('General Counsel and Solicitor to HM Revenue and Customs', 'Respondents')]"
